@relation 'mario-weka.filters.unsupervised.attribute.Remove-R2-3,5-6-weka.filters.unsupervised.attribute.Remove-R2_clustered'

@attribute Instance_number numeric
@attribute enemigoDelante {0,1}
@attribute monedaEncima {0,1}
@attribute bloqueEncima {0,1}
@attribute obstaculoDelante {0,1}
@attribute left {Si,No}
@attribute right {Si,No}
@attribute down {Si,No}
@attribute jump {Si,No}
@attribute speed {Si,No}
@attribute up {Si,No}
@attribute Puntuacion+Distancia numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
1658,0,0,1,0,Si,No,No,No,No,No,-19,cluster2
1659,0,0,1,0,Si,No,No,No,No,No,-15,cluster2
1660,0,0,1,0,Si,No,No,No,No,No,-11,cluster2
1661,0,0,1,0,Si,No,No,No,No,No,-7,cluster2
1662,0,0,1,0,Si,No,No,No,No,No,63,cluster2
1663,0,0,1,0,No,No,No,Si,No,No,68,cluster2
1664,0,0,1,0,No,Si,No,Si,No,No,71,cluster2
1665,0,0,1,0,No,Si,No,Si,No,No,73,cluster2
1666,0,0,1,0,No,Si,No,Si,No,No,74,cluster2
1667,0,0,0,0,No,Si,No,Si,No,No,74,cluster0
1668,0,0,0,0,No,Si,No,Si,No,No,75,cluster0
1669,0,0,0,0,No,Si,No,Si,No,No,75,cluster0
1670,0,0,0,1,No,Si,No,Si,No,No,76,cluster3
1671,0,0,0,1,No,Si,No,Si,No,No,76,cluster3
1672,0,0,0,1,No,Si,No,Si,No,No,12,cluster3
1673,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
1674,0,0,0,0,No,Si,No,Si,No,No,16,cluster0
1675,0,0,1,0,No,Si,No,Si,No,No,20,cluster2
1676,0,0,1,0,No,Si,No,Si,No,No,24,cluster2
1677,0,0,1,0,No,Si,No,Si,No,No,28,cluster2
1678,0,0,1,0,No,Si,No,Si,No,No,31,cluster2
1679,0,0,1,0,No,Si,No,No,No,No,33,cluster2
1680,0,0,1,0,No,Si,No,No,No,No,35,cluster2
1681,0,0,1,0,No,Si,No,No,No,No,38,cluster2
1682,0,0,1,0,No,Si,No,No,No,No,38,cluster2
1683,0,0,1,0,No,Si,No,No,No,No,35,cluster2
1684,0,0,1,0,No,Si,No,No,No,No,32,cluster2
1685,0,0,1,0,No,Si,No,No,No,No,28,cluster2
1686,0,0,1,0,No,Si,No,No,No,No,24,cluster2
1687,0,0,1,0,No,Si,No,No,No,No,16,cluster2
1688,0,0,1,0,No,Si,No,No,No,No,12,cluster2
1689,0,0,0,0,No,Si,No,No,No,No,8,cluster0
1690,0,0,0,1,No,Si,No,No,No,No,3,cluster3
1691,0,0,0,1,No,Si,No,No,No,No,1,cluster3
1692,0,0,0,1,No,Si,No,No,No,No,3,cluster3
1693,0,0,0,1,No,Si,No,No,No,No,5,cluster3
1694,0,0,0,1,No,Si,No,No,No,No,7,cluster3
1695,0,0,0,1,No,Si,No,No,No,No,10,cluster3
1696,0,0,0,1,No,Si,No,No,No,No,13,cluster3
1697,0,0,0,1,No,Si,No,No,No,No,16,cluster3
1698,0,0,0,1,No,Si,No,Si,No,No,20,cluster3
1699,0,0,0,1,No,Si,No,Si,No,No,24,cluster3
1700,0,0,0,0,No,Si,No,Si,No,No,28,cluster0
1701,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
1702,0,0,0,0,No,Si,No,Si,No,No,33,cluster0
1703,0,0,1,0,No,Si,No,Si,No,No,35,cluster2
1704,0,0,1,0,No,Si,No,Si,No,No,38,cluster2
1705,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
1706,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
1707,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
1708,0,0,1,0,No,Si,No,Si,No,No,44,cluster2
1709,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
1710,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
1711,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
1712,0,0,0,0,No,Si,No,No,No,No,48,cluster0
1713,0,0,0,0,No,Si,No,No,No,No,49,cluster0
1714,0,0,0,0,No,Si,No,No,No,No,49,cluster0
1715,0,0,0,0,No,Si,No,No,No,No,50,cluster0
1716,0,0,0,0,No,Si,No,No,No,No,51,cluster0
1717,0,0,0,0,No,Si,No,No,No,No,51,cluster0
1718,0,0,0,0,No,Si,No,No,No,No,51,cluster0
1719,0,0,0,0,No,Si,No,No,No,No,51,cluster0
1720,0,0,0,0,No,Si,No,No,No,No,52,cluster0
1721,0,0,0,0,No,Si,No,No,No,No,52,cluster0
1722,0,0,0,0,No,Si,No,No,No,No,52,cluster0
1723,0,0,0,0,No,Si,No,No,No,No,53,cluster0
1724,0,0,0,0,No,Si,No,No,No,No,53,cluster0
1725,0,0,0,0,No,Si,No,No,No,No,53,cluster0
1726,0,0,0,0,No,Si,No,No,No,No,53,cluster0
1727,0,0,0,0,No,Si,No,No,No,No,53,cluster0
1728,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1729,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1730,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
1731,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1732,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1733,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1734,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1735,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1736,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
1737,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
1738,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
1739,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
1740,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
1741,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
1742,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
1743,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
1744,0,0,0,0,No,Si,No,No,No,No,37,cluster0
1745,0,0,0,0,No,Si,No,No,No,No,28,cluster0
1746,0,0,0,0,No,Si,No,No,No,No,27,cluster0
1747,0,0,0,0,No,Si,No,No,No,No,25,cluster0
1748,0,0,0,0,No,Si,No,Si,No,No,24,cluster0
1749,0,0,0,0,No,No,No,Si,No,No,21,cluster0
1750,0,0,0,0,No,No,No,Si,No,No,19,cluster0
1751,0,0,0,0,No,No,No,Si,No,No,16,cluster0
1752,0,0,0,0,Si,No,No,No,No,No,-21,cluster0
1753,0,0,0,0,Si,No,No,No,No,No,-8,cluster0
1754,0,0,0,0,Si,No,No,No,No,No,-10,cluster0
1755,0,0,0,0,Si,No,No,No,No,No,-11,cluster0
1756,0,0,0,0,Si,No,No,No,No,No,-12,cluster0
1757,0,0,0,0,Si,No,No,No,No,No,-11,cluster0
1758,0,0,0,0,Si,No,No,No,No,No,-11,cluster0
1759,0,0,0,0,Si,No,No,No,No,No,-10,cluster0
1760,0,0,0,0,Si,No,No,No,No,No,-8,cluster0
1761,0,0,0,0,Si,No,No,Si,No,No,-6,cluster0
1762,0,0,0,0,No,No,No,Si,No,No,-2,cluster0
1763,0,0,0,0,No,No,No,Si,No,No,-14,cluster0
1764,0,0,0,0,No,No,No,Si,No,No,-10,cluster0
1765,0,0,0,0,No,Si,No,No,No,No,16,cluster0
1766,0,0,0,0,No,Si,No,No,No,No,21,cluster0
1767,0,0,0,0,No,Si,No,No,No,No,25,cluster0
1768,0,0,0,0,No,Si,No,No,No,No,28,cluster0
1769,0,0,0,0,No,Si,No,No,No,No,31,cluster0
1770,0,0,0,0,No,Si,No,No,No,No,33,cluster0
1771,0,0,0,0,No,Si,No,No,No,No,35,cluster0
1772,0,0,0,0,No,Si,No,No,No,No,36,cluster0
1773,0,0,0,0,No,Si,No,No,No,No,36,cluster0
1774,0,0,0,0,No,Si,No,No,No,No,36,cluster0
1775,0,0,0,0,No,Si,No,No,No,No,35,cluster0
1776,0,0,0,0,No,Si,No,No,No,No,33,cluster0
1777,0,0,0,0,No,Si,No,No,No,No,29,cluster0
1778,0,0,0,0,No,Si,No,No,No,No,25,cluster0
1779,0,0,0,0,No,Si,No,No,No,No,21,cluster0
1780,0,0,0,0,No,No,No,Si,No,No,0,cluster0
1781,0,0,0,0,No,No,No,Si,No,No,-6,cluster0
1782,0,0,0,0,Si,No,No,Si,No,No,-11,cluster0
1783,0,0,0,0,Si,No,No,Si,No,No,-16,cluster0
1784,0,0,0,0,Si,No,No,Si,No,No,-18,cluster0
1785,0,0,0,0,Si,No,No,Si,No,No,-20,cluster0
1786,0,0,0,0,Si,No,No,Si,No,No,-22,cluster0
1787,0,0,0,0,Si,No,No,Si,No,No,-23,cluster0
1788,0,0,0,0,Si,No,No,Si,No,No,-23,cluster0
1789,0,0,0,0,Si,No,No,Si,No,No,-22,cluster0
1790,0,0,0,0,Si,No,No,Si,No,No,-21,cluster0
1791,0,0,0,0,Si,No,No,Si,No,No,-18,cluster0
1792,0,0,0,0,No,No,No,Si,No,No,-15,cluster0
1793,0,0,0,0,No,Si,No,No,No,No,10,cluster0
1794,0,0,0,0,No,Si,No,No,No,No,10,cluster0
1795,0,0,0,0,No,Si,No,No,No,No,10,cluster0
1796,0,0,0,0,No,Si,No,No,No,No,8,cluster0
1797,0,0,0,0,Si,No,No,No,No,No,-19,cluster0
1798,0,0,0,0,Si,No,No,No,No,No,-22,cluster0
1799,0,0,0,0,Si,No,No,No,No,No,-24,cluster0
1800,0,0,0,0,Si,No,No,No,No,No,-25,cluster0
1801,0,0,0,0,Si,No,No,Si,No,No,-25,cluster0
1802,0,0,0,0,Si,No,No,Si,No,No,-25,cluster0
1803,0,0,0,0,Si,No,No,Si,No,No,-24,cluster0
1804,0,0,0,0,Si,No,No,Si,No,No,-23,cluster0
1805,0,0,0,0,Si,No,No,Si,No,No,-21,cluster0
1806,0,0,0,0,No,No,No,Si,No,No,-19,cluster0
1807,0,0,0,0,No,No,No,Si,No,No,-1,cluster0
1808,0,0,0,0,No,No,No,Si,No,No,11,cluster0
1809,0,0,0,0,No,No,No,Si,No,No,12,cluster0
1810,0,0,0,0,No,No,No,Si,No,No,-3,cluster0
1811,0,0,0,0,No,No,No,Si,No,No,-2,cluster0
1812,0,0,0,0,No,No,No,Si,No,No,-1,cluster0
1813,0,0,0,0,No,Si,No,No,No,No,24,cluster0
1814,0,0,0,0,No,Si,No,No,No,No,27,cluster0
1815,0,0,0,0,No,Si,No,No,No,No,30,cluster0
1816,0,0,0,0,No,Si,No,No,No,No,33,cluster0
1817,0,0,0,0,No,Si,No,No,No,No,34,cluster0
1818,0,0,0,0,No,Si,No,No,No,No,34,cluster0
1819,0,0,0,0,No,Si,No,No,No,No,34,cluster0
1820,0,0,0,0,No,Si,No,No,No,No,33,cluster0
1821,0,0,0,0,No,Si,No,No,No,No,32,cluster0
1822,0,0,0,0,No,Si,No,No,No,No,31,cluster0
1823,0,0,0,0,No,Si,No,No,No,No,28,cluster0
1824,0,0,0,0,No,Si,No,No,No,No,24,cluster0
1825,0,0,0,0,Si,No,No,Si,No,No,96,cluster0
1826,0,0,0,0,Si,No,No,Si,No,No,91,cluster0
1827,0,0,0,0,Si,No,No,Si,No,No,88,cluster0
1828,0,0,0,0,Si,No,No,Si,No,No,102,cluster0
1829,0,0,0,0,Si,No,No,Si,No,No,101,cluster0
1830,0,0,0,0,Si,No,No,Si,No,No,85,cluster0
1831,0,0,0,0,Si,No,No,Si,No,No,5,cluster0
1832,0,0,0,0,Si,No,No,Si,No,No,5,cluster0
1833,0,0,0,0,Si,No,No,Si,No,No,-9,cluster0
1834,0,0,0,0,Si,No,No,Si,No,No,-6,cluster0
1835,0,0,0,0,Si,No,No,Si,No,No,-2,cluster0
1836,0,0,0,0,No,Si,No,No,No,No,11,cluster0
1837,0,0,0,0,No,Si,No,No,No,No,15,cluster0
1838,0,0,0,0,No,Si,No,No,No,No,18,cluster0
1839,0,0,0,0,No,Si,No,No,No,No,21,cluster0
1840,0,0,0,0,No,Si,No,No,No,No,23,cluster0
1841,0,0,0,0,No,Si,No,No,No,No,26,cluster0
1842,0,0,0,0,No,Si,No,No,No,No,26,cluster0
1843,0,0,0,0,No,Si,No,No,No,No,25,cluster0
1844,0,0,0,0,No,Si,No,No,No,No,25,cluster0
1845,0,0,0,0,No,Si,No,No,No,No,24,cluster0
1846,0,0,0,0,No,Si,No,No,No,No,23,cluster0
1847,0,0,0,0,No,Si,No,No,No,No,22,cluster0
1848,0,0,0,0,No,Si,No,No,No,No,21,cluster0
1849,0,0,0,0,No,Si,No,No,No,No,20,cluster0
1850,0,0,0,0,No,Si,No,No,No,No,18,cluster0
1851,0,0,0,0,Si,No,No,No,No,No,-2,cluster0
1852,0,0,0,0,Si,No,No,No,No,No,-4,cluster0
1853,0,0,0,0,Si,No,No,No,No,No,-6,cluster0
1854,0,0,0,0,Si,No,No,No,No,No,-7,cluster0
1855,0,0,0,0,Si,No,No,Si,No,No,-7,cluster0
1856,0,0,0,0,Si,No,No,Si,No,No,-23,cluster0
1857,0,0,0,0,Si,No,No,Si,No,No,-23,cluster0
1858,0,0,0,0,Si,No,No,Si,No,No,-23,cluster0
1859,0,0,0,0,Si,No,No,No,No,No,0,cluster0
1860,0,0,0,0,Si,No,No,No,No,No,0,cluster0
1861,0,0,0,0,Si,No,No,No,No,No,1,cluster0
1862,0,0,0,0,Si,No,No,No,No,No,2,cluster0
1863,0,0,0,0,Si,No,No,Si,No,No,4,cluster0
1864,0,0,0,0,Si,No,No,Si,No,No,3,cluster0
1865,0,0,0,0,Si,No,No,Si,No,No,2,cluster0
1866,0,0,0,0,Si,No,No,Si,No,No,2,cluster0
1867,0,0,0,0,Si,No,No,Si,No,No,-14,cluster0
1868,0,0,0,0,Si,No,No,Si,No,No,-13,cluster0
1869,0,0,0,0,No,No,No,Si,No,No,-13,cluster0
1870,0,0,0,0,No,No,No,Si,No,No,-2,cluster0
1871,0,0,0,0,Si,No,No,Si,No,No,-3,cluster0
1872,0,0,0,0,Si,No,No,Si,No,No,-4,cluster0
1873,0,0,0,0,Si,No,No,Si,No,No,-4,cluster0
1874,0,0,0,0,Si,No,No,No,No,No,-5,cluster0
1875,0,0,0,0,No,No,No,Si,No,No,-3,cluster0
1876,0,0,0,0,No,No,No,Si,No,No,-3,cluster0
1877,0,0,0,0,Si,No,No,Si,No,No,-18,cluster0
1878,0,0,0,0,Si,No,No,Si,No,No,-17,cluster0
1879,0,0,0,0,Si,No,No,No,No,No,1,cluster0
1880,0,0,0,0,No,No,No,Si,No,No,8,cluster0
1881,0,0,0,0,No,No,No,Si,No,No,11,cluster0
1882,0,0,0,0,No,No,No,Si,No,No,15,cluster0
1883,0,0,0,0,No,No,No,Si,No,No,44,cluster0
1884,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
1885,0,0,0,0,No,Si,No,Si,No,No,32,cluster0
1886,0,0,0,0,No,Si,No,No,No,No,33,cluster0
1887,0,0,0,0,No,Si,No,No,No,No,32,cluster0
1888,0,0,0,0,No,Si,No,No,No,No,32,cluster0
1889,0,0,0,0,No,Si,No,No,No,No,31,cluster0
1890,0,0,0,0,No,No,No,Si,No,No,29,cluster0
1891,0,0,0,0,No,No,No,Si,No,No,27,cluster0
1892,0,0,0,0,No,No,No,Si,No,No,-4,cluster0
1893,0,0,0,0,No,No,No,Si,No,No,9,cluster0
1894,0,0,0,0,No,No,No,Si,No,No,6,cluster0
1895,0,0,0,0,Si,No,No,No,No,No,1,cluster0
1896,0,0,0,0,Si,No,No,No,No,No,0,cluster0
1897,0,0,0,0,Si,No,No,No,No,No,-1,cluster0
1898,0,0,0,0,Si,No,No,No,No,No,-1,cluster0
1899,0,0,0,0,Si,No,No,No,No,No,-1,cluster0
1900,0,0,0,0,Si,No,No,Si,No,No,1,cluster0
1901,0,0,0,0,No,No,No,Si,No,No,3,cluster0
1902,0,0,0,0,No,No,No,Si,No,No,4,cluster0
1903,0,0,0,0,No,No,No,Si,No,No,11,cluster0
1904,0,0,0,0,No,No,No,Si,No,No,13,cluster0
1905,0,0,0,0,No,No,No,Si,No,No,17,cluster0
1906,0,0,0,0,No,No,No,Si,No,No,22,cluster0
1907,0,0,0,0,No,No,No,Si,No,No,24,cluster0
1908,0,0,0,0,No,Si,No,No,No,No,26,cluster0
1909,0,0,0,0,No,Si,No,No,No,No,27,cluster0
1910,0,0,0,0,No,Si,No,No,No,No,26,cluster0
1911,0,0,0,0,No,Si,No,Si,No,No,26,cluster0
1912,0,0,0,0,No,No,No,Si,No,No,25,cluster0
1913,0,0,0,0,No,No,No,Si,No,No,20,cluster0
1914,0,0,0,0,No,No,No,Si,No,No,19,cluster0
1915,0,0,0,0,No,No,No,Si,No,No,17,cluster0
1916,0,0,0,0,No,No,No,Si,No,No,16,cluster0
1917,0,0,0,0,No,No,No,Si,No,No,16,cluster0
1918,0,0,0,0,No,No,No,Si,No,No,16,cluster0
1919,0,0,0,0,No,No,No,Si,No,No,16,cluster0
1920,0,0,0,0,No,No,No,Si,No,No,0,cluster0
1921,0,0,0,0,No,No,No,Si,No,No,0,cluster0
1922,0,0,0,0,No,No,No,Si,No,No,0,cluster0
1923,0,0,0,0,No,No,No,Si,No,No,0,cluster0
1924,0,0,0,0,No,No,No,Si,No,No,0,cluster0
1925,0,0,0,0,No,No,No,Si,No,No,0,cluster0
1926,0,0,0,0,No,No,No,Si,No,No,0,cluster0
1927,0,0,0,0,No,No,No,Si,No,No,0,cluster0
1928,0,0,0,0,No,No,No,Si,No,No,0,cluster0
1929,0,0,0,0,No,No,No,Si,No,No,1,cluster0
1930,0,0,0,0,No,No,No,Si,No,No,8,cluster0
1931,0,0,0,0,No,No,No,Si,No,No,11,cluster0
1932,0,0,0,0,No,Si,No,No,No,No,25,cluster0
1933,0,0,0,0,No,Si,No,No,No,No,28,cluster0
1934,0,0,0,0,No,Si,No,No,No,No,31,cluster0
1935,0,0,0,0,No,Si,No,No,No,No,33,cluster0
1936,0,0,0,0,No,Si,No,No,No,No,35,cluster0
1937,0,0,0,0,No,Si,No,No,No,No,38,cluster0
1938,0,0,0,0,No,Si,No,No,No,No,39,cluster0
1939,0,0,0,0,No,Si,No,No,No,No,41,cluster0
1940,0,0,0,0,No,Si,No,No,No,No,43,cluster0
1941,0,0,0,0,No,Si,No,No,No,No,44,cluster0
1942,0,0,0,0,No,Si,No,No,No,No,45,cluster0
1943,0,0,0,0,No,Si,No,No,No,No,46,cluster0
1944,0,0,0,0,No,Si,No,No,No,No,47,cluster0
1945,0,0,0,0,No,Si,No,No,No,No,48,cluster0
1946,0,0,0,0,No,Si,No,No,No,No,49,cluster0
1947,0,0,0,0,No,Si,No,No,No,No,49,cluster0
1948,0,0,0,0,No,Si,No,No,No,No,50,cluster0
1949,0,0,0,0,No,Si,No,No,No,No,50,cluster0
1950,0,0,0,0,No,Si,No,No,No,No,51,cluster0
1951,0,0,0,0,No,Si,No,No,No,No,51,cluster0
1952,0,0,0,0,No,Si,No,No,No,No,51,cluster0
1953,0,0,0,0,No,Si,No,No,No,No,52,cluster0
1954,0,0,0,0,No,Si,No,No,No,No,52,cluster0
1955,0,0,0,0,No,Si,No,No,No,No,52,cluster0
1956,0,0,0,0,No,Si,No,No,No,No,53,cluster0
1957,0,0,0,0,No,Si,No,No,No,No,53,cluster0
1958,0,0,0,0,No,Si,No,No,No,No,53,cluster0
1959,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1960,0,0,0,0,No,Si,No,No,No,No,53,cluster0
1961,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1962,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1963,0,0,0,0,No,Si,No,No,No,No,53,cluster0
1964,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1965,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1966,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1967,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1968,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1969,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1970,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1971,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1972,0,0,0,0,No,Si,No,No,No,No,54,cluster0
1973,0,0,0,0,No,Si,No,No,No,No,55,cluster0
1974,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1975,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1976,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1977,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1978,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
1979,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1980,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
1981,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1982,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
1983,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
1984,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
1985,0,0,0,0,No,Si,No,Si,No,No,-457,cluster0
1986,0,0,0,0,No,Si,No,No,No,No,24,cluster0
1987,0,0,0,0,No,Si,No,No,No,No,28,cluster0
1988,0,0,0,0,No,Si,No,No,No,No,31,cluster0
1989,0,0,0,0,No,Si,No,No,No,No,33,cluster0
1990,0,0,0,0,No,Si,No,No,No,No,35,cluster0
1991,0,0,0,0,No,Si,No,No,No,No,38,cluster0
1992,0,0,0,0,No,Si,No,No,No,No,39,cluster0
1993,0,0,0,0,No,Si,No,No,No,No,41,cluster0
1994,0,0,0,0,No,Si,No,No,No,No,42,cluster0
1995,0,0,0,0,No,Si,No,No,No,No,42,cluster0
1996,0,0,0,0,No,Si,No,No,No,No,41,cluster0
1997,0,0,0,0,No,Si,No,No,No,No,41,cluster0
1998,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
1999,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
2000,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
2001,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
2002,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
2003,0,0,0,0,No,No,No,Si,No,No,50,cluster0
2004,0,0,0,0,No,No,No,Si,No,No,51,cluster0
2005,0,0,0,0,No,No,No,Si,No,No,51,cluster0
2006,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
2007,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
2008,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
2009,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
2010,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
2011,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
2012,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
2013,1,0,0,0,No,Si,No,Si,No,No,36,cluster1
2014,0,0,0,0,No,Si,No,Si,No,No,33,cluster0
2015,0,0,0,0,No,Si,No,Si,No,No,30,cluster0
2016,0,0,0,0,No,Si,No,Si,No,No,23,cluster0
2017,0,0,0,0,No,Si,No,Si,No,No,23,cluster0
2018,0,0,0,0,No,Si,No,Si,No,No,23,cluster0
2019,0,0,0,0,No,Si,No,Si,No,No,22,cluster0
2020,0,0,0,0,No,Si,No,Si,No,No,22,cluster0
2021,0,0,0,0,No,Si,No,Si,No,No,20,cluster0
2022,0,0,0,0,No,Si,No,No,No,No,27,cluster0
2023,0,0,0,0,No,Si,No,No,No,No,30,cluster0
2024,0,0,0,0,No,Si,No,No,No,No,34,cluster0
2025,0,0,0,0,No,Si,No,No,No,No,36,cluster0
2026,0,0,0,0,No,Si,No,No,No,No,37,cluster0
2027,0,0,0,0,No,Si,No,No,No,No,39,cluster0
2028,0,0,0,0,No,Si,No,No,No,No,41,cluster0
2029,0,0,0,0,No,Si,No,No,No,No,43,cluster0
2030,0,0,0,0,No,Si,No,No,No,No,44,cluster0
2031,0,0,0,0,No,Si,No,No,No,No,45,cluster0
2032,0,0,0,0,No,Si,No,No,No,No,46,cluster0
2033,0,0,0,0,No,Si,No,No,No,No,47,cluster0
2034,0,0,0,0,No,Si,No,No,No,No,47,cluster0
2035,0,0,0,0,No,Si,No,No,No,No,49,cluster0
2036,0,0,0,0,No,Si,No,No,No,No,50,cluster0
2037,0,0,0,0,No,Si,No,No,No,No,50,cluster0
2038,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
2039,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
2040,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
2041,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
2042,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
2043,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
2044,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
2045,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
2046,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
2047,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
2048,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
2049,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
2050,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
2051,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
2052,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
2053,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
2054,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
2055,0,0,0,0,No,Si,No,No,No,No,44,cluster0
2056,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
2057,1,0,0,0,No,Si,No,Si,No,No,39,cluster1
2058,0,0,0,0,No,Si,No,Si,No,No,37,cluster0
2059,0,0,0,0,No,Si,No,Si,No,No,34,cluster0
2060,0,0,0,0,No,Si,No,Si,No,No,33,cluster0
2061,0,0,0,0,No,Si,No,Si,No,No,30,cluster0
2062,0,0,0,0,No,Si,No,No,No,No,21,cluster0
2063,0,0,0,0,No,Si,No,No,No,No,32,cluster0
2064,0,0,0,0,No,Si,No,No,No,No,34,cluster0
2065,0,0,0,0,No,Si,No,Si,No,No,37,cluster0
2066,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
2067,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
2068,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
2069,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
2070,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
2071,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
2072,0,0,0,0,No,Si,No,Si,No,No,4,cluster0
2073,0,0,0,0,No,Si,No,Si,No,No,5,cluster0
2074,0,0,0,0,No,Si,No,Si,No,No,5,cluster0
2075,0,0,0,0,No,Si,No,Si,No,No,0,cluster0
2076,0,0,0,0,No,Si,No,Si,No,No,-4,cluster0
2077,0,0,0,0,No,Si,No,Si,No,No,-9,cluster0
2078,0,0,0,0,No,Si,No,Si,No,No,-14,cluster0
2079,0,0,0,0,No,Si,No,Si,No,No,-18,cluster0
2080,0,0,0,0,No,Si,No,Si,No,No,-23,cluster0
2081,0,0,0,0,No,Si,No,Si,No,No,-28,cluster0
2082,0,0,0,1,No,Si,No,Si,No,No,9,cluster3
2083,0,0,0,1,No,Si,No,Si,No,No,4,cluster3
2084,0,0,0,1,No,Si,No,No,No,No,0,cluster3
2085,0,0,0,1,No,Si,No,No,No,No,1,cluster3
2086,0,0,0,1,No,Si,No,No,No,No,2,cluster3
2087,0,0,0,1,No,Si,No,No,No,No,4,cluster3
2088,0,0,0,1,No,Si,No,No,No,No,6,cluster3
2089,0,0,0,1,No,Si,No,Si,No,No,8,cluster3
2090,0,0,0,1,No,Si,No,Si,No,No,11,cluster3
2091,0,0,0,0,No,Si,No,Si,No,No,14,cluster0
