@relation 'mario-weka.filters.unsupervised.attribute.Remove-R2-3,5-6-weka.filters.unsupervised.attribute.Remove-R2_clustered'

@attribute Instance_number numeric
@attribute enemigoDelante {0,1}
@attribute monedaEncima {0,1}
@attribute bloqueEncima {0,1}
@attribute obstaculoDelante {0,1}
@attribute left {Si,No}
@attribute right {Si,No}
@attribute down {Si,No}
@attribute jump {Si,No}
@attribute speed {Si,No}
@attribute up {Si,No}
@attribute Puntuacion+Distancia numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
5553,0,0,0,0,No,No,No,Si,No,No,24,cluster0
5554,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5555,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5556,0,0,0,0,No,No,No,Si,No,No,0,cluster0
5557,0,0,0,1,No,Si,No,No,No,No,6,cluster3
5558,0,0,0,1,No,Si,No,Si,No,No,6,cluster3
5559,0,0,0,1,No,Si,No,Si,No,No,6,cluster3
5560,0,0,0,0,No,Si,No,Si,No,No,6,cluster0
5561,0,0,0,0,No,No,No,Si,No,No,5,cluster0
5562,0,0,0,0,No,Si,No,No,No,No,25,cluster0
5563,0,0,0,0,No,Si,No,No,No,No,27,cluster0
5564,0,0,0,0,No,Si,No,No,No,No,31,cluster0
5565,0,0,0,0,No,Si,No,No,No,No,33,cluster0
5566,0,0,0,0,No,Si,No,No,No,No,35,cluster0
5567,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
5568,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
5569,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
5570,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
5571,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5572,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
5573,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
5574,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
5575,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5576,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
5577,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
5578,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
5579,0,0,0,0,No,Si,No,Si,No,No,37,cluster0
5580,0,0,0,0,No,Si,No,Si,No,No,34,cluster0
5581,0,0,0,0,No,Si,No,Si,No,No,-12,cluster0
5582,0,0,0,0,No,No,No,Si,No,No,-15,cluster0
5583,0,0,0,0,No,Si,No,No,No,No,24,cluster0
5584,0,0,0,0,No,Si,No,No,No,No,28,cluster0
5585,0,0,0,0,No,Si,No,No,No,No,31,cluster0
5586,0,0,0,0,No,Si,No,No,No,No,33,cluster0
5587,0,0,0,0,No,Si,No,No,No,No,35,cluster0
5588,0,0,0,0,No,Si,No,No,No,No,38,cluster0
5589,0,0,0,0,No,Si,No,No,No,No,39,cluster0
5590,0,0,0,0,No,Si,No,No,No,No,41,cluster0
5591,0,0,0,0,No,Si,No,No,No,No,43,cluster0
5592,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5593,0,0,0,0,No,Si,No,No,No,No,45,cluster0
5594,0,0,0,0,No,Si,No,No,No,No,46,cluster0
5595,0,0,0,0,No,Si,No,No,No,No,47,cluster0
5596,0,0,0,0,No,Si,No,No,No,No,48,cluster0
5597,0,0,0,0,No,Si,No,No,No,No,49,cluster0
5598,0,0,0,0,No,Si,No,No,No,No,49,cluster0
5599,0,0,0,0,No,Si,No,No,No,No,50,cluster0
5600,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
5601,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
5602,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
5603,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5604,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
5605,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
5606,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
5607,0,0,0,0,No,Si,No,No,No,No,33,cluster0
5608,0,0,0,0,No,Si,No,No,No,No,36,cluster0
5609,0,0,0,0,No,Si,No,No,No,No,37,cluster0
5610,0,0,0,0,No,Si,No,No,No,No,39,cluster0
5611,0,0,0,0,No,Si,No,No,No,No,41,cluster0
5612,0,0,0,0,No,Si,No,No,No,No,43,cluster0
5613,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5614,0,0,0,0,No,Si,No,No,No,No,45,cluster0
5615,0,0,0,0,No,Si,No,No,No,No,46,cluster0
5616,0,0,0,0,No,Si,No,No,No,No,47,cluster0
5617,0,0,0,0,No,Si,No,No,No,No,46,cluster0
5618,0,0,0,0,No,Si,No,No,No,No,45,cluster0
5619,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5620,0,0,0,0,No,Si,No,No,No,No,42,cluster0
5621,0,0,0,0,No,Si,No,No,No,No,40,cluster0
5622,0,0,0,0,No,Si,No,No,No,No,37,cluster0
5623,0,0,0,0,No,Si,No,No,No,No,35,cluster0
5624,0,0,0,0,No,Si,No,No,No,No,31,cluster0
5625,0,0,0,0,No,Si,No,No,No,No,12,cluster0
5626,0,0,0,0,No,Si,No,No,No,No,24,cluster0
5627,0,0,0,0,No,Si,No,No,No,No,28,cluster0
5628,0,0,0,0,No,Si,No,No,No,No,31,cluster0
5629,0,0,0,0,No,Si,No,No,No,No,33,cluster0
5630,0,0,0,0,No,Si,No,No,No,No,35,cluster0
5631,0,0,0,0,No,Si,No,No,No,No,38,cluster0
5632,0,0,0,0,No,Si,No,No,No,No,40,cluster0
5633,0,0,0,0,No,Si,No,No,No,No,41,cluster0
5634,0,0,0,0,No,Si,No,No,No,No,43,cluster0
5635,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5636,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
5637,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
5638,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
5639,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
5640,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
5641,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
5642,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
5643,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
5644,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
5645,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
5646,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
5647,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
5648,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
5649,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
5650,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5651,0,0,0,0,No,Si,No,No,No,No,43,cluster0
5652,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
5653,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
5654,0,0,0,0,No,Si,No,No,No,No,42,cluster0
5655,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5656,0,0,0,0,No,Si,No,No,No,No,45,cluster0
5657,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5658,0,0,0,0,No,Si,No,No,No,No,40,cluster0
5659,0,0,0,0,No,Si,No,No,No,No,37,cluster0
5660,0,0,0,0,No,Si,No,No,No,No,34,cluster0
5661,0,0,0,0,No,Si,No,No,No,No,48,cluster0
5662,0,0,0,0,No,Si,No,No,No,No,45,cluster0
5663,0,0,0,0,No,Si,No,No,No,No,43,cluster0
5664,0,0,0,0,No,Si,No,No,No,No,40,cluster0
5665,0,0,0,1,No,Si,No,No,No,No,37,cluster3
5666,0,0,0,1,No,Si,No,Si,No,No,34,cluster3
5667,0,0,0,1,No,Si,No,Si,No,No,32,cluster3
5668,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
5669,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
5670,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
5671,0,0,1,0,No,Si,No,Si,No,No,32,cluster2
5672,0,0,1,0,No,No,No,Si,No,No,47,cluster2
5673,0,0,1,0,No,No,No,Si,No,No,50,cluster2
5674,0,0,1,0,No,No,No,Si,No,No,53,cluster2
5675,0,0,1,0,No,Si,No,Si,No,No,55,cluster2
5676,0,0,1,0,No,Si,No,Si,No,No,55,cluster2
5677,0,0,1,0,No,Si,No,No,No,No,41,cluster2
5678,0,0,1,0,No,Si,No,Si,No,No,42,cluster2
5679,0,0,1,0,No,Si,No,Si,No,No,42,cluster2
5680,0,0,1,0,No,Si,No,Si,No,No,25,cluster2
5681,0,0,1,0,No,Si,No,No,No,No,25,cluster2
5682,0,0,1,0,No,Si,No,Si,No,No,19,cluster2
5683,0,0,1,0,No,Si,No,Si,No,No,16,cluster2
5684,0,0,1,0,No,No,No,Si,No,No,13,cluster2
5685,0,0,1,0,Si,No,No,No,No,No,-4,cluster2
5686,0,0,1,0,Si,No,No,No,No,No,-8,cluster2
5687,0,0,1,0,Si,No,No,No,No,No,-11,cluster2
5688,0,0,1,0,Si,No,No,No,No,No,-12,cluster2
5689,0,0,1,0,Si,No,No,No,No,No,-14,cluster2
5690,0,0,1,0,Si,No,No,Si,No,No,-14,cluster2
5691,0,0,1,0,Si,No,No,Si,No,No,-13,cluster2
5692,0,0,1,0,Si,No,No,Si,No,No,-13,cluster2
5693,0,0,1,0,Si,No,No,Si,No,No,-12,cluster2
5694,0,0,1,0,Si,No,No,No,No,No,-25,cluster2
5695,0,0,1,0,Si,No,No,No,No,No,-24,cluster2
5696,0,0,1,0,No,No,No,Si,No,No,-21,cluster2
5697,0,0,1,0,No,No,No,Si,No,No,-20,cluster2
5698,0,0,1,0,No,No,No,Si,No,No,-20,cluster2
5699,0,0,1,0,Si,No,No,No,No,No,-5,cluster2
5700,0,0,1,0,Si,No,No,Si,No,No,-4,cluster2
5701,0,0,1,0,Si,No,No,Si,No,No,-3,cluster2
5702,0,0,1,0,Si,No,No,Si,No,No,-2,cluster2
5703,0,0,1,0,No,No,No,Si,No,No,1,cluster2
5704,0,0,0,1,No,Si,No,No,No,No,1,cluster3
5705,0,0,0,1,No,Si,No,No,No,No,1,cluster3
5706,0,0,0,1,No,Si,No,No,No,No,1,cluster3
5707,0,0,0,1,No,Si,No,No,No,No,0,cluster3
5708,0,0,0,1,No,Si,No,No,No,No,1,cluster3
5709,0,0,0,1,No,Si,No,No,No,No,3,cluster3
5710,0,0,0,1,No,Si,No,No,No,No,5,cluster3
5711,0,0,0,1,No,Si,No,Si,No,No,7,cluster3
5712,0,0,0,1,No,No,No,Si,No,No,9,cluster3
5713,0,0,0,0,No,No,No,Si,No,No,11,cluster0
5714,0,0,0,0,No,Si,No,No,No,No,16,cluster0
5715,0,0,0,0,No,Si,No,No,No,No,17,cluster0
5716,0,0,0,0,No,Si,No,Si,No,No,17,cluster0
5717,0,0,0,0,No,Si,No,Si,No,No,16,cluster0
5718,0,0,1,0,No,Si,No,Si,No,No,15,cluster2
5719,0,0,1,0,No,No,No,Si,No,No,14,cluster2
5720,0,0,1,0,No,No,No,Si,No,No,12,cluster2
5721,0,0,1,0,No,No,No,Si,No,No,11,cluster2
5722,0,0,1,0,No,No,No,Si,No,No,4,cluster2
5723,0,0,1,0,No,No,No,Si,No,No,3,cluster2
5724,0,0,1,0,No,No,No,Si,No,No,2,cluster2
5725,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5726,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5727,0,0,1,0,No,No,No,Si,No,No,-1,cluster2
5728,0,0,1,0,No,No,No,Si,No,No,-7,cluster2
5729,0,0,1,0,No,No,No,Si,No,No,-8,cluster2
5730,0,0,1,0,Si,No,No,No,No,No,-10,cluster2
5731,0,0,1,0,Si,No,No,No,No,No,-11,cluster2
5732,0,0,1,0,Si,No,No,No,No,No,-10,cluster2
5733,0,0,1,0,No,No,No,Si,No,No,-9,cluster2
5734,0,0,1,0,No,No,No,Si,No,No,8,cluster2
5735,0,0,1,0,No,No,No,Si,No,No,13,cluster2
5736,0,0,1,0,No,No,No,Si,No,No,14,cluster2
5737,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5738,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5739,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5740,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5741,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5742,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5743,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5744,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5745,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5746,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5747,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5748,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5749,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5750,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5751,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5752,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5753,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5754,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5755,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5756,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5757,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5758,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5759,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5760,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5761,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5762,0,0,1,0,No,No,No,Si,No,No,0,cluster2
5763,0,0,1,0,No,No,No,Si,No,No,1,cluster2
5764,0,0,1,0,No,No,No,Si,No,No,2,cluster2
5765,0,0,1,0,No,No,No,Si,No,No,11,cluster2
5766,0,0,1,0,No,No,No,Si,No,No,14,cluster2
5767,0,0,1,0,No,Si,No,No,No,No,24,cluster2
5768,0,0,1,0,No,Si,No,No,No,No,27,cluster2
5769,0,0,1,0,No,Si,No,No,No,No,30,cluster2
5770,0,0,1,0,No,Si,No,No,No,No,33,cluster2
5771,0,0,1,0,No,Si,No,No,No,No,35,cluster2
5772,0,0,1,0,No,Si,No,No,No,No,38,cluster2
5773,0,0,1,0,No,Si,No,No,No,No,39,cluster2
5774,0,0,1,0,No,Si,No,No,No,No,41,cluster2
5775,0,0,1,0,No,Si,No,No,No,No,43,cluster2
5776,0,0,1,0,No,Si,No,No,No,No,44,cluster2
5777,0,0,1,0,No,Si,No,No,No,No,45,cluster2
5778,0,0,1,0,No,Si,No,No,No,No,46,cluster2
5779,0,0,1,0,No,Si,No,No,No,No,47,cluster2
5780,0,0,1,0,No,Si,No,No,No,No,48,cluster2
5781,0,0,1,0,No,Si,No,No,No,No,49,cluster2
5782,0,0,1,0,No,Si,No,No,No,No,49,cluster2
5783,0,0,1,0,No,Si,No,Si,No,No,49,cluster2
5784,0,0,1,0,No,Si,No,Si,No,No,48,cluster2
5785,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
5786,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
5787,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5788,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
5789,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
5790,0,0,0,0,No,Si,No,Si,No,No,37,cluster0
5791,0,0,0,0,No,Si,No,No,No,No,35,cluster0
5792,0,0,0,0,No,Si,No,No,No,No,38,cluster0
5793,0,0,0,0,No,Si,No,No,No,No,40,cluster0
5794,0,0,0,0,No,Si,No,No,No,No,42,cluster0
5795,0,0,0,0,No,Si,No,No,No,No,43,cluster0
5796,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5797,0,0,0,0,No,Si,No,No,No,No,45,cluster0
5798,0,0,0,0,No,Si,No,No,No,No,46,cluster0
5799,0,0,0,0,No,Si,No,No,No,No,47,cluster0
5800,0,0,0,0,No,Si,No,No,No,No,48,cluster0
5801,0,0,0,0,No,Si,No,No,No,No,49,cluster0
5802,0,0,0,0,No,Si,No,No,No,No,50,cluster0
5803,0,0,0,0,No,Si,No,No,No,No,50,cluster0
5804,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
5805,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
5806,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
5807,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
5808,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
5809,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
5810,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
5811,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
5812,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
5813,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
5814,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
5815,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
5816,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
5817,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
5818,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
5819,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5820,1,0,0,0,No,Si,No,No,No,No,40,cluster1
5821,1,0,0,0,No,Si,No,Si,No,No,38,cluster1
5822,0,0,0,0,No,Si,No,Si,No,No,36,cluster0
5823,0,0,0,0,No,Si,No,Si,No,No,34,cluster0
5824,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
5825,0,0,0,0,No,Si,No,Si,No,No,29,cluster0
5826,0,0,0,0,No,Si,No,Si,No,No,25,cluster0
5827,0,0,0,0,No,No,No,Si,No,No,23,cluster0
5828,0,0,0,0,No,No,No,Si,No,No,21,cluster0
5829,0,0,0,0,No,No,No,Si,No,No,18,cluster0
5830,0,0,0,0,No,No,No,Si,No,No,16,cluster0
5831,0,0,0,0,No,No,No,Si,No,No,15,cluster0
5832,0,0,0,0,No,No,No,Si,No,No,13,cluster0
5833,0,0,0,0,No,No,No,Si,No,No,12,cluster0
5834,0,0,0,0,No,No,No,Si,No,No,10,cluster0
5835,0,0,0,0,No,No,No,Si,No,No,10,cluster0
5836,0,0,0,0,No,No,No,Si,No,No,17,cluster0
5837,0,0,0,0,No,No,No,Si,No,No,19,cluster0
5838,0,0,0,0,No,No,No,Si,No,No,20,cluster0
5839,0,0,0,0,No,Si,No,Si,No,No,22,cluster0
5840,0,0,0,0,No,Si,No,Si,No,No,32,cluster0
5841,0,0,0,0,No,Si,No,No,No,No,33,cluster0
5842,0,0,0,0,No,Si,No,No,No,No,32,cluster0
5843,0,0,0,0,No,Si,No,No,No,No,30,cluster0
5844,0,0,0,0,No,Si,No,No,No,No,29,cluster0
5845,0,0,0,0,No,No,No,Si,No,No,16,cluster0
5846,0,0,0,0,No,No,No,Si,No,No,15,cluster0
5847,0,0,0,0,No,No,No,Si,No,No,14,cluster0
5848,0,0,0,0,No,No,No,Si,No,No,11,cluster0
5849,0,0,0,1,No,No,No,Si,No,No,0,cluster3
5850,0,0,0,0,No,No,No,Si,No,No,1,cluster0
5851,0,0,0,0,No,No,No,Si,No,No,2,cluster0
5852,0,0,0,0,No,Si,No,No,No,No,9,cluster0
5853,0,0,0,0,No,Si,No,No,No,No,10,cluster0
5854,0,0,0,1,No,Si,No,No,No,No,11,cluster3
5855,0,0,0,1,No,Si,No,No,No,No,11,cluster3
5856,0,0,0,1,No,Si,No,No,No,No,10,cluster3
5857,0,0,0,1,No,Si,No,No,No,No,10,cluster3
5858,0,0,0,1,No,Si,No,Si,No,No,11,cluster3
5859,0,0,0,1,No,Si,No,Si,No,No,12,cluster3
5860,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
5861,0,0,0,0,No,Si,No,Si,No,No,14,cluster0
5862,0,0,0,0,No,Si,No,Si,No,No,14,cluster0
5863,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
5864,0,0,0,0,No,No,No,Si,No,No,11,cluster0
5865,0,0,0,1,No,No,No,Si,No,No,1,cluster3
5866,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5867,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5868,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5869,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5870,0,0,0,1,No,Si,No,No,No,No,0,cluster3
5871,0,0,0,1,No,Si,No,Si,No,No,9,cluster3
5872,0,0,0,1,No,Si,No,Si,No,No,9,cluster3
5873,0,0,0,0,No,Si,No,Si,No,No,10,cluster0
5874,0,0,0,0,No,Si,No,Si,No,No,11,cluster0
5875,0,0,0,0,No,Si,No,Si,No,No,10,cluster0
5876,0,0,0,0,No,No,No,Si,No,No,9,cluster0
5877,0,0,0,1,No,No,No,Si,No,No,11,cluster3
5878,0,0,0,1,No,No,No,Si,No,No,12,cluster3
5879,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
5880,0,0,0,0,No,Si,No,Si,No,No,14,cluster0
5881,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
5882,0,0,0,0,No,Si,No,No,No,No,13,cluster0
5883,0,0,0,0,No,Si,No,No,No,No,24,cluster0
5884,0,0,0,0,No,Si,No,No,No,No,28,cluster0
5885,0,0,0,0,No,Si,No,No,No,No,31,cluster0
5886,0,0,0,0,No,Si,No,No,No,No,33,cluster0
5887,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
5888,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
5889,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
5890,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
5891,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
5892,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5893,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5894,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5895,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
5896,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
5897,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
5898,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
5899,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
5900,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
5901,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
5902,0,0,0,0,No,No,No,Si,No,No,37,cluster0
5903,0,0,0,0,No,Si,No,No,No,No,41,cluster0
5904,0,0,0,0,No,Si,No,No,No,No,42,cluster0
5905,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5906,0,0,0,0,No,Si,No,No,No,No,45,cluster0
5907,0,0,0,0,No,Si,No,No,No,No,4,cluster0
5908,0,0,0,0,No,Si,No,Si,No,No,4,cluster0
5909,0,0,0,0,No,Si,No,Si,No,No,3,cluster0
5910,0,0,0,0,No,Si,No,Si,No,No,2,cluster0
5911,0,0,0,0,No,Si,No,Si,No,No,2,cluster0
5912,0,0,0,0,No,Si,No,Si,No,No,1,cluster0
5913,0,0,0,0,No,Si,No,Si,No,No,0,cluster0
5914,0,0,0,0,No,Si,No,Si,No,No,0,cluster0
5915,0,0,0,0,No,Si,No,Si,No,No,-2,cluster0
5916,1,0,0,0,No,Si,No,No,No,No,33,cluster1
5917,1,0,0,0,No,Si,No,Si,No,No,31,cluster1
5918,1,0,0,0,No,Si,No,Si,No,No,29,cluster1
5919,0,0,0,0,No,Si,No,Si,No,No,26,cluster0
5920,0,0,0,0,No,No,No,Si,No,No,23,cluster0
5921,1,0,0,0,No,No,No,Si,No,No,21,cluster1
5922,1,0,0,0,No,Si,No,Si,No,No,22,cluster1
5923,0,0,0,0,No,Si,No,Si,No,No,21,cluster0
5924,0,0,0,0,No,Si,No,No,No,No,19,cluster0
5925,0,0,0,0,No,Si,No,No,No,No,17,cluster0
5926,0,0,0,0,No,Si,No,Si,No,No,8,cluster0
5927,0,0,0,0,No,Si,No,Si,No,No,5,cluster0
5928,0,0,0,0,No,Si,No,Si,No,No,3,cluster0
5929,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5930,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5931,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5932,0,0,0,0,No,Si,No,Si,No,No,0,cluster0
5933,0,0,0,0,No,Si,No,Si,No,No,0,cluster0
5934,0,0,0,1,No,Si,No,No,No,No,0,cluster3
5935,0,0,0,1,No,Si,No,No,No,No,0,cluster3
5936,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5937,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5938,0,0,0,0,No,Si,No,Si,No,No,0,cluster0
5939,0,0,0,0,No,Si,No,Si,No,No,0,cluster0
5940,0,0,0,0,No,No,No,Si,No,No,0,cluster0
5941,0,0,0,1,No,No,No,Si,No,No,0,cluster3
5942,0,0,0,1,No,No,No,Si,No,No,0,cluster3
5943,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5944,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5945,0,0,0,1,No,Si,No,Si,No,No,0,cluster3
5946,0,0,0,1,No,No,No,Si,No,No,0,cluster3
5947,0,0,0,1,No,Si,No,No,No,No,3,cluster3
5948,0,0,0,1,No,Si,No,Si,No,No,4,cluster3
5949,0,0,0,1,No,Si,No,Si,No,No,6,cluster3
5950,0,0,0,0,No,No,No,Si,No,No,7,cluster0
5951,0,0,0,0,No,No,No,Si,No,No,9,cluster0
5952,0,0,0,1,No,Si,No,Si,No,No,12,cluster3
5953,0,0,0,1,No,Si,No,Si,No,No,15,cluster3
5954,0,0,0,1,No,Si,No,Si,No,No,17,cluster3
5955,0,0,0,0,No,Si,No,Si,No,No,20,cluster0
5956,0,0,0,0,No,Si,No,Si,No,No,21,cluster0
5957,0,0,0,0,No,No,No,Si,No,No,20,cluster0
5958,0,0,0,0,No,No,No,Si,No,No,21,cluster0
5959,0,0,1,0,No,Si,No,Si,No,No,20,cluster2
5960,0,0,1,0,No,Si,No,Si,No,No,21,cluster2
5961,0,0,1,0,No,Si,No,Si,No,No,20,cluster2
5962,0,0,1,0,No,Si,No,Si,No,No,18,cluster2
5963,0,0,1,0,No,No,No,Si,No,No,16,cluster2
5964,0,0,1,0,No,No,No,Si,No,No,15,cluster2
5965,0,0,1,0,No,Si,No,No,No,No,18,cluster2
5966,0,0,1,0,No,Si,No,No,No,No,18,cluster2
5967,0,0,1,0,No,Si,No,No,No,No,17,cluster2
5968,0,0,1,0,No,Si,No,No,No,No,16,cluster2
5969,0,0,0,0,No,Si,No,No,No,No,38,cluster0
5970,0,0,0,0,No,Si,No,No,No,No,41,cluster0
5971,0,0,0,0,No,Si,No,No,No,No,43,cluster0
5972,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5973,0,0,0,0,No,Si,No,No,No,No,45,cluster0
5974,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5975,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5976,0,0,0,0,No,Si,No,No,No,No,44,cluster0
5977,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5978,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
5979,0,0,0,0,No,Si,No,Si,No,No,34,cluster0
5980,0,0,0,0,No,No,No,Si,No,No,33,cluster0
5981,0,0,0,0,No,No,No,Si,No,No,32,cluster0
5982,0,0,0,0,No,No,No,Si,No,No,32,cluster0
5983,0,0,0,0,No,Si,No,No,No,No,31,cluster0
5984,0,0,0,0,No,Si,No,No,No,No,30,cluster0
5985,0,0,0,0,No,Si,No,No,No,No,28,cluster0
5986,0,0,0,0,No,Si,No,Si,No,No,27,cluster0
5987,0,0,0,0,No,Si,No,Si,No,No,26,cluster0
5988,0,0,0,0,No,No,No,Si,No,No,24,cluster0
